hearing_url,name,profile_url,affiliation,description
https://www.uscc.gov/hearings/china-and-middle-east,Jon Alterman,https://www.uscc.gov/sites/default/files/2024-04/Jon_Alterman_Bio.pdf,Jon B,"Senior Vice President and Director of the Middle East Program, Center for Strategic and International Studies Dr. Jon Alterman is a senior vice president, holds the Zbigniew Brzezinski Chair in Global Security and Geostrategy, and is director of the Middle East Program at CSIS. Prior to joining CSIS in 2002, he served as a member of the Policy Planning Staff at the U.S. Department of State and as a special assistant to the assistant secretary of state for Near Eastern affairs, and from 2009-2019 he served as a member of the Chief of Naval Operations Executive Panel. In addition to his policy work, he often teaches Middle Eastern studies at the Johns Hopkins School of Advanced International Studies and the George Washington University. Earlier in his career, Alterman was a scholar at the U.S. Institute of Peace and at the Washington Institute for Near East Policy and a legislative aide to Senator Daniel P. Moynihan (D-NY) responsible for foreign policy and defense. From 1993 to 1997, Alterman was an award-winning teacher at Harvard University, where he received his Ph.D. in history. Alterman has lectured in more than 35 countries on five continents on subjects related to the Middle East and U.S. policy toward the region. He is the author or coauthor of four books on the Middle East and the editor of five more. In addition to his academic work, he is sought out as a consultant to business and government and is a frequent commentator in print, on radio, and on television. His opinion pieces have appeared in the New York Times, Washington Post, Wall Street Journal, Financial Times, and other major publications. He is a former international affairs fellow at the Council on Foreign Relations, where he is now a life member. He received his A.B. from Princeton University's School of Public and International Affairs. Dr. Alterman previously testified before the Commission for the 2013 hearing on, “China and the Middle East.”"
https://www.uscc.gov/hearings/china-and-middle-east,Dawn Murphy,https://www.uscc.gov/sites/default/files/2024-04/Dawn_Murphy_Bio.pdf,"Associate Professor of National Security Strategy, U","Associate Professor of National Security Strategy, U.S. National War College Dr. Dawn Murphy is an Associate Professor of National Security at the U.S. National War College. Prior to joining NWC, her academic appointments included Associate Professor of International Security Studies at the U.S. Air War College, Visiting Assistant Professor of Political Science at the George Washington University, and Postdoctoral Research Fellow with the Princeton (Columbia)-Harvard China and the World Program at Princeton University. Murphy specializes in Chinese foreign policy and domestic politics, US-China relations, and international relations. Her research analyzes China’s interests and behavior as a rising global power towards the existing international order. She examines China’s relations with the Middle East and Sub-Saharan Africa in her book China’s Rise in the Global South: The Middle East, Africa, and Beijing’s Alternative World Order (Stanford University Press, 2022). It analyzes China’s foreign policy approach towards the Middle East and Sub-Saharan Africa regionally (e.g., political, economic, military, and foreign aid) and through detailed case studies of the China-Arab States Cooperation Forum (CASCF), the Forum on China-Africa Cooperation (FOCAC), the China-Middle East Issues Special Envoy, the China-Africa Issues Special Envoy, China’s Special Envoy for Syria, China’s naval base in Djibouti, and China’s Belt and Road initiative. Dr. Murphy holds a B.S. in Industrial and Labor Relations from Cornell University, a Master of International Affairs from Columbia University’s School of International and Public Affairs, and a Ph.D. in Political Science from George Washington University. Dr. Murphy testified before the Commission in 2013 for the hearing on, “China and the Middle East.”"
https://www.uscc.gov/hearings/china-and-middle-east,Grant Rumley,https://www.uscc.gov/sites/default/files/2024-04/Grant_Rumley_Bio.pdf,"Meisel-Goldberger Fellow, the Washington Institute for Near East Policy Grant Rumley is the Meisel-Goldberger Fellow at The Washington Institute for Near East Policy's Diane and Guilford Glazer Foundation Program on Great Power Competition and the Middle East, where he specializes in military and security affairs in the Middle East","Meisel-Goldberger Fellow, the Washington Institute for Near East Policy Grant Rumley is the Meisel-Goldberger Fellow at The Washington Institute for Near East Policy's Diane and Guilford Glazer Foundation Program on Great Power Competition and the Middle East, where he specializes in military and security affairs in the Middle East. From 2018 to 2021, Grant served in both the Trump and Biden administrations as an advisor for Middle East Policy in the Office of the Secretary of Defense, Office of the Under Secretary of Defense for Policy. While in OSD Middle East Policy, Grant served in multiple roles, including as deputy chief of staff, Syria director, Jordan director, and Israel director. In this capacity, Grant supported senior Pentagon leadership on key defense issues in the Middle East. He is the recipient of the Office of the Secretary of Defense Award for Outstanding Achievement. Prior to joining OSD, Grant was a research fellow at the Foundation for Defense of Democracies, where his research focused on the Israeli-Palestinian conflict. He is the co-author of The Last Palestinian: The Rise and Reign of Mahmoud Abbas (Prometheus, 2017), the first English-language biography of the Palestinian leader. Prior to joining FDD, Grant was a visiting fellow at Mitvim: the Israeli Institute for Regional Foreign Policies. Grant is currently pursuing a PhD in the Department of War Studies at King’s College London, where his research focuses on arms transfers and great power competition. Grant has an M.A. in Middle East studies from the Hebrew University of Jerusalem, a B.A. in International Relations from Michigan State University, and has studied at the University of Alexandria, Egypt. He currently serves as an officer in the U.S. Navy Reserve. Mr. Rumley has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-and-middle-east,Maria Papageorgiou,https://www.uscc.gov/sites/default/files/2024-04/Maria_Papageorgiou_Bio.pdf,"Lecturer, University of Exeter Dr","Lecturer, University of Exeter Dr. Maria Papageorgiou is a lecturer in Politics and International Relations at the University of Exeter. Prior to joining the University of Exeter, Dr. Papageorgiou was an associate lecturer at University College London. Her current research agenda focuses on China’s engagement in the Middle East, Sino-Russian relations, the securitization of China, and China as a maritime power. She also serves as an external postgraduate supervisor at the University of Bradford and as an associate fellow of the UK Higher Education Academy. She holds a PhD in Political Science and International Relations from the University of Minho in Portugal, a Master’s degree in International Political Economy from Panteion University of Athens in Greece, and a Bachelor’s degree in International and European Studies from the University of Piraeus, Greece. Dr. Papageorgiou has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-and-middle-east,Alessandro Arduino,https://www.uscc.gov/sites/default/files/2024-04/Alessandro_Arduino_Bio.pdf,"Aﬃliate Lecturer, Lau China Institute, King’s College London Dr","Aﬃliate Lecturer, Lau China Institute, King’s College London Dr. Alessandro Arduino is a member of the Advisory Group of the International Code of Conduct Associations for private security companies, an aﬃliate lecturer at Lau China Institute, King’s College London and a visiting professor at Geneva Graduate Institute. He is recognized as a foremost expert on Chinese private security and the author of the reference book on the subject “China’s Private Army.” Dr. Arduino is known for his unique access to Chinese private security companies and the main actors in the private military. His book Money for Mayhem: Mercenaries, Private Military Companies, Drones, and the Future of War (Rowman & Littleﬁeld, October 2023) forecasts what the future of war looks like in a world dominated by private armies. Previously Dr. Arduino served as a China expert for the Italian Ministry of Foreign Aﬀairs at the Italian Consulate General in Shanghai, co-director of the Security and Crisis Management International Center at the Shanghai Academy of Social Sciences (SASS), and principal research fellow at the Middle East Institute at the National University of Singapore (NUS). Dr. Arduino has been awarded several senior fellowships including Johns Hopkins University School of Advanced International Studies (SAIS CARI), and S. Rajaratnam School of International Studies (NTU). Dr. Arduino is a native Italian speaker and is ﬂuent in English and Mandarin Chinese. He has contributed to several publications including Foreign Policy, Janes Intelligence, South China Morning Post, the National Interest, War on the Rocks, the Diplomat, Think China SG, and Nikkei Asia. His reputation as a Belt and Road Initiative security expert has led him to work with international organizations, including the European Bank for Reconstruction and Development (EBRD), the United Nations Development Program (UNDP), the European Union, OSCE, and NATO. His interviews appear on the pages of renowned media outlets, including the Financial Times, New York Times, the Economist, BBC Worldwide, CNBC Live, and Washington Post. Dr. Arduino has not previously testiﬁed before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Evan Ellis,https://www.uscc.gov/sites/default/files/2021-05/Evan_Ellis_Bio.pdf,"Research Professor, U","Research Professor, U.S. Army War College Strategic Studies Institute Dr. Evan Ellis is a research professor of Latin American Studies at the U.S. Army War College Strategic Studies Institute, with a focus on the region’s relationships with China and other non- Western Hemisphere actors, as well as transnational organized crime and populism in the region. Dr. Ellis has published over 280 works, including the 2009 book China in Latin America: The Whats and Wherefores, the 2013 book The Strategic Dimension of Chinese Engagement with Latin America, the 2014 book, China on the Ground in Latin America, and the 2018 book, Transnational Organized Crime in Latin America and the Caribbean. He is currently under contract for his 5th book, China Engages Latin America: Distorting Development and Democracy? Dr. Ellis previously served as on the Secretary of State’s Policy Planning Staff (S/P) with responsibility for Latin America and the Caribbean (WHA), as well as International Narcotics and Law Enforcement (INL) issues. In his academic capacity, Dr. Ellis presented his work in a broad range of business and government forums in 27 countries four continents.  He has given testimony on Latin America security issues to the US Congress on various occasions, has discussed his work regarding China and other external actors in Latin America on a broad range of radio and television programs, and is cited regularly in the print media in both the US and Latin America for his work in this area. Dr. Ellis has also been awarded the Order of Military Merit José María Córdova by the Colombian government for his scholarship on security issues in the region. Dr. Ellis previously testified at the Commission’s June 2020 hearing, “The Chinese View of Strategic Competition with the United States.”"
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Margaret Myers,https://www.uscc.gov/sites/default/files/2021-05/Margaret_Myers_Bio.pdf,"Director of Asia & Latin America Program, Inter-American Dialogue Margaret Myers is director of the Asia & Latin America Program at the Inter-American Dialogue","Director of Asia & Latin America Program, Inter-American Dialogue Margaret Myers is director of the Asia & Latin America Program at the Inter-American Dialogue. She has published extensively on China’s relations with the Latin America and Caribbean region. The Political Economy of China-Latin America Relations and The Changing Currents of Trans-Pacific Integration: China, the TPP, and Beyond, her co-edited volumes with Dr. Carol Wise and Dr. Adrian Hearn, respectively, were published in 2016. Myers has testified before the House Committee on Foreign Affairs on the China-Latin America relationship and is regularly featured in major domestic and international media. Myers also worked as a Latin America analyst and China analyst for the US Department of Defense, during which time she was deployed with the US Navy in support of Partnership of the Americas. Myers was a Council on Foreign Relations term member and the recipient of a Freeman fellowship for China studies and a Fulbright Specialist grant to research China-Colombia relations in Bogotá. In 2018, she was identified by Global Americans as among the “new generation of public intellectuals.” Ms. Myers has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Ryan Berg,https://www.uscc.gov/sites/default/files/2021-05/Ryan_Berg_Bio.pdf,"Senior Fellow, Center for Strategic and International Studies Ryan C","Senior Fellow, Center for Strategic and International Studies Ryan C. Berg is senior fellow in the Americas Program at the Center for Strategic and International Studies. He is also an adjunct professor at the Catholic University of America and visiting research fellow at the University of Oxford’s Changing Character of War Programme. His research focuses on U.S.-Latin America relations, authoritarian regimes, armed conflict, strategic competition, and trade and development issues. He also studies Latin America’s criminal groups and the region’s governance and security challenges. Previously, Dr. Berg was a research fellow at the American Enterprise Institute (AEI), where he helped lead its Latin America Studies Program. Dr. Berg has served as a research consultant to the World Bank, a Fulbright scholar in Brazil, and a visiting doctoral fellow at the Graduate Institute of International and Development Studies in Geneva, Switzerland. He has lived and worked in Peru and Brazil and is an expert member of the Global Initiative against Transnational Organized Crime and the Urban Violence Research Network. Dr. Berg has been published in a variety of peer-reviewed academic and policy-oriented journals, including The Lancet, Migration and Development, the SAIS Review of International Affairs, and the Georgetown Security Studies Review. In the popular press, his articles have appeared in CNN.com, Foreign Policy, Los Angeles Times, Newsweek, The Hill, World Politics Review, the National Interest, and RealClearWorld, among other outlets. He has appeared on Voice of America and National Public Radio and has testified before the Senate Foreign Relations Committee and the House Foreign Affairs Committee. Dr. Berg obtained a Ph.D. and an M.Phil. in political science and an M.Sc. in global governance and diplomacy from the University of Oxford, where he was a Senior Hulme fellow. Earlier, he obtained a B.A. in government and theology from Georgetown University. He is fluent in Spanish and Portuguese and has a working knowledge of French and Slovenian. Dr. Berg has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Rebecca Ray,https://www.uscc.gov/sites/default/files/2021-05/Rebecca_Ray_Bio.pdf,"Senior Academic Researcher, Boston University Global Development Policy Center Rebecca Ray is a Senior Academic Researcher at the Boston University Global Development Policy (GDP) Center","Senior Academic Researcher, Boston University Global Development Policy Center Rebecca Ray is a Senior Academic Researcher at the Boston University Global Development Policy (GDP) Center. She holds a PhD in Economics from the University of Massachusetts- Amherst and an MA in International Development from the Elliott School of International Affairs at the George Washington University. Since 2013, she has focused her GDP Center work on the nexus of international development finance, particularly China’s role in reshaping the global financial landscape, and sustainable development, particularly in Latin America. She produces the annual China-Latin America Economic Bulletin series and the China’s Overseas Development Finance database. She was lead editor for the books China and Sustainable Development in Latin America: the Social and Environmental Dimension and Development Banks and Sustainability in the Andean Amazon. Dr. Ray has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Mitch Hayes,https://www.uscc.gov/sites/default/files/2021-05/Mitch_Hayes_Bio.pdf,"Founder, The China Signal and Mundo Mitch Hayes is a political risk analyst and advisor, and founder of two widely-read newsletters, ""The China Signal"", and ""Mundo""","Founder, The China Signal and Mundo Mitch Hayes is a political risk analyst and advisor, and founder of two widely-read newsletters, ""The China Signal"", and ""Mundo"".  Both are read by diplomats, investors, journalists, and political risk analysts throughout the world. The China Signal analyses China’s growing presence in Latin America, while Mundo focuses on geopolitics, political risk and critical thinking skills. Previously, he was the advisor to the Hon. Kevin Rudd AC, former prime minister of Australia, at the Asia Society Policy Institute, where he focused on China’s political economy and foreign relations. Before this, he was the advisor to the US Consul General in Sydney, covering economic and political issues in Australia and the region. Mitch also worked for J.P. Morgan in Sydney, and the hedge fund Brevet Capital in New York.  He sits on the board of the Australia Colombia Business Council. His analysis has also been published by The Lowy Institute, the Economist Intelligence Unit, and Oxford Analytica. Mitch has a Master of Science in International Political Economy from the London School of Economics and Political Science, and a Masters in Health Economics from the University of Queensland. Mr. Hayes has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Francisco Urdinez,https://www.uscc.gov/sites/default/files/2021-05/Francisco_Urdinez_Bio.pdf,"Associate Professor, Pontificia Universidad Católica de Chile Francisco Urdinez is an Associate Professor at the Institute of Political Science and an affiliated researcher at the Center of International Studies and Center of Asian Studies, Pontificia Universidad Católica de Chile (PUC)","Associate Professor, Pontificia Universidad Católica de Chile Francisco Urdinez is an Associate Professor at the Institute of Political Science and an affiliated researcher at the Center of International Studies and Center of Asian Studies, Pontificia Universidad Católica de Chile (PUC). He obtained his PhD in International Relations in 2017 as part of a joint degree program between King’s College London, UK, and the University of Sao Paulo, Brazil. His PhD thesis, which addresses China’s economic statecraft in Latin America, received a grant from the São Paulo Research Foundation (FAPESP) and a grant from the Brazilian National Council for Scientific and Technological Development (CNPq). Dr. Urdinez offers a course on China’s relations with Latin America in the master’s program of Political Science, and International Political Economy at the undergraduate level. In 2021 Dr. Urdinez received the Teaching Excellence Award by the Pontificia Universidad Católica de Chile. Dr Urdinez’ research has been published in Comparative Political Studies, the Journal of Peace Research, the Chinese Journal of International Politics, Foreign Policy Analysis, among other high-ranked academic journals. Currently, he is the main researcher of the project “The International Politics of China’s Rising Role in Financing Infrastructure” (2018-2021). Dr. Urdinez was a consultant for the Asia-Pacific Economic Cooperation (APEC) in 2019 and has written reports for the Carnegie Endowment of International Peace, the Latin American Development Bank and the Pacific Alliance. In 2020 he was a Visiting Professor at Science Po Aix, France, where he offered a course on China-Latin American Relations. He is a member of the Latin American Network of Political Economy (REPAL). Dr. Urdinez has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Cynthia Watson,https://www.uscc.gov/sites/default/files/2021-05/Cynthia_Watson_Bio.pdf,"Dean of Faculty and Academic Affairs, National War College, National Defense University Dr","Dean of Faculty and Academic Affairs, National War College, National Defense University Dr. Cynthia A. Watson, Dean of Faculty & Academic Programs at the National War College as of March 2018, joined the Faculty in August 1992. Dr. Watson earned a MA from the London School of Economics, and a doctorate from the University of Notre Dame. Her undergraduate alma mater, University of Missouri-Kansas City, honored her as Alumna of the Year in 2011. Dr. Watson has served on the Governing Boards of a number of professional organizations and the Editorial Board of Third World Quarterly. She is a Member of the International Institute for Strategic Studies, the National Committee on U.S.-China Relations, and the Society for Military History. Her first edition (2002) of U.S. National Security received CHOICE's designation as a Book of the Year. Other publications include U.S. Military Service, Military Education, U.S. National Security (2nd edition), Political Role of the Military (co-edited with Constantine Danopoulos), Interest Groups in National Security, and Geographic Combatant Commands. She has been studying China in Latin America for almost two decades. Dr. Watson last testified at the Commission’s February 2020 hearing on “China’s Military Power Projection and U.S. National Interests.”"
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Thiago de Arag%C3%A3o,https://www.uscc.gov/sites/default/files/2021-05/Thiago_de_Arag%C3%A3o_Bio.pdf,Thiago de Aragão,"Director of Strategy, Arko Advice Public Affairs Thiago de Aragão is the Director of Strategy of Arko Advice Public Affairs, advising over 100 investment funds, banks, corporations and rating agencies from the US, Canada and Europe. Thiago is also a senior researcher at CSIS and board member of the FightCancer Global Organization. He is a columnist at the largest Brazilian newspaper, has published in several news outlets in Brazil and abroad and is continuously quoted at the largest newspapers in the US, Europe and Latin America. Thiago has presented at the British Parliament, Canadian Ministry of Foreign Affairs, French Ministry of Foreign Affairs, British Foreign Office and the European Union High Commission on Latin America and China relations. He is a SAIS/Johns Hopkins Alum, and is the author of the book, Geopolitics of the Vaccine, in Portuguese. Mr. Aragão has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Rasheed Griffith,https://www.uscc.gov/sites/default/files/2021-05/Rasheed_Griffith_Bio.pdf,"Head of Operations, Tokamak Labs, Host of the China in the Caribbean Podcast Rasheed Griffith is the Head of Operations at Tokamak Labs, a Canadian financial technology company","Head of Operations, Tokamak Labs, Host of the China in the Caribbean Podcast Rasheed Griffith is the Head of Operations at Tokamak Labs, a Canadian financial technology company. He has previously worked within the FinTech industry in Southeast Asia and the Caribbean. Griffith is the host of the China in the Caribbean podcast. He is also a Research Fellow at Future Forum (Cambodia), a Director of the Caribbean-ASEAN Council (Philippines), and a George Mason University Emergent Ventures Fellow. Griffith studied Mandarin Chinese in Beijing and has written several pieces on the triangular relationship of the US-Caribbean- China for publications such as The Diplomat. His foreign policy research primarily focuses on China’s geoeconomic engagement with small states, in general, and with the Caribbean in particular. Griffith is a member of the Black China Caucus and the National Association for Black Engagement with Asia. Mr. Griffith has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Luis Rubio,https://www.uscc.gov/sites/default/files/2021-05/Luis_Rubio_Bio.pdf,"Chairman, Mexico Evalua Dr","Chairman, Mexico Evalua Dr. Rubio is chairman of Mexico Evalua, a think tank focused on public policy monitoring and evaluation, and former chairman of the Mexican Council on Foreign Relations. Winner of the APRA book award 1985, in 1993 he was given the Dag Hammarskjöld award and in 1998 the National Journalism Award for op-ed pieces. Rubio is a prolific writer on political, economic and international subjects. He is a contributing editor of Reforma and his analyses and opinions often appear in major newspapers and journals in Mexico, the US and Europe (New York Times, Wall Street Journal, Financial Times, International Herald Tribune, Los Angeles Times, Washington Post, National Public Radio). Dr. Rubio serves on the boards of two families of investment funds and Coca Cola FEMSA. He served in the board of directors of The Human Rights Commission of the Federal District, is member of the Trilateral Commission and of the Halifax International Security Forum Agenda Working Group. He is author or editor of fifty-one books, including Unmasked: López Obrador and the End of Make-Believe, A World of Opportunities, The Problem of Power: Mexico Requires a New System of Government, A Mexican Utopia: the Rule of Law is Possible, NAFTA at Twenty: a Political and Strategic Perspective and Mexico: A Middle Class Society: Poor No More, Developed Not Yet. Before joining Mexico Evalua-CIDAC, in the 1970's he was planning director of Citibank in Mexico and served as an adviser to Mexico's Secretary of the Treasury. He holds a diploma in Financial Management, a MMBA, and his MA and PhD in political science are from Brandeis University. Dr. Rubio has not previously testified before the Commission."
https://www.uscc.gov/hearings/china-latin-america-and-caribbean,Oliver Della Costa Stuenkel,https://www.uscc.gov/sites/default/files/2021-05/Oliver_Della_Costa_Stuenkel_Bio.pdf,"Associate Professor, School of International Relations at Fundação Getulio Vargas, São Paulo Oliver Della Costa Stuenkel is an Associate Professor at the School of International Relations at Fundação Getulio Vargas (FGV) in São Paulo","Associate Professor, School of International Relations at Fundação Getulio Vargas, São Paulo Oliver Della Costa Stuenkel is an Associate Professor at the School of International Relations at Fundação Getulio Vargas (FGV) in São Paulo. He is also a non-resident scholar at the Carnegie Endowment for International Peace in Washington DC, a non-resident Fellow at the Global Public Policy Institute (GPPi) in Berlin, and a columnist for EL PAÍS and Americas Quarterly. His research focuses on geopolitics and global order, US-China relations, Brazilian foreign policy, Latin American politics and emerging powers. He is the author of the IBSA: The rise of the Global South? (Routledge 2014), The BRICS and the Future of Global Order (Lexington, 2015) and the Post-Western World: How Emerging Powers Are Remaking Global Order (Polity, 2016). Dr. Stuenkel has not previously testified before the Commission."
https://www.uscc.gov/hearings/chinas-activities-and-influence-south-and-central-asia,Jennifer Brick Murtazashvili,https://www.uscc.gov/sites/default/files/2022-05/Jennifer_Brick_Murtazashvili_Bio.pdf,"Founding Director of the Center for Governance and Markets and Associate Professor at the Graduate School of Public and International Affairs, University of Pittsburgh Jennifer Brick Murtazashvili is the Founding Director of the Center for Governance and Markets and Associate Professor at the Graduate School of Public and International Affairs at the University of Pittsburgh","Founding Director of the Center for Governance and Markets and Associate Professor at the Graduate School of Public and International Affairs, University of Pittsburgh Jennifer Brick Murtazashvili is the Founding Director of the Center for Governance and Markets and Associate Professor at the Graduate School of Public and International Affairs at the University of Pittsburgh. Her research focuses on issues of security, political economy, and governance in Central Asia, South Asia, and across the Eurasian landmass. She is a nonresident scholar at the Asia Program at the Carnegie Endowment for International Peace. Dr. Murtazashvili is the author of Informal Order and the State in Afghanistan (Cambridge University Press, 2016), which received the Best Book Award in Social Sciences by the Central Eurasian Studies Society and received honorable mention from the International Development Section of the International Studies Association. and Land, the State, and War: Property Institutions and Political Order in Afghanistan (with Ilia Murtazashvili) (Cambridge University Pres, 2021). Murtazashvili served as a Democracy and Governance Officer for the United States Agency for International Development in Tashkent, Uzbekistan and as a Researcher at the Afghanistan Research and Evaluation Unit. She has advised the World Bank, the US Department of Defense, the United Nations Development Program, and UNICEF. She served as a US Peace Corps Volunteer in Samarkand, Uzbekistan. She is the President of the Central Eurasian Studies Society and a member of PONARS Eurasia, a research organization focused on security issues in Eurasia. She previously served as a nonresident senior fellow at the Atlantic Council's Eurasia Center. Dr. Murtazashvili has not previously testified before the Commission."
https://www.uscc.gov/hearings/chinas-activities-and-influence-south-and-central-asia,Tayyab Safdar,https://www.uscc.gov/sites/default/files/2022-05/Tayyab_Safdar_Bio.pdf,Muhammad Tayyab Safdar,"Postdoctoral Researcher, University of Virginia Tayyab Safdar completed his MPhil and PhD in Development Studies from the University of Cambridge. His current research explores the emerging dynamics of South-South Development Cooperation, especially after the launch of China’s Belt and Road Initiative (BRI) in 2013. His research also looks at the economic and political dimensions of increasing Chinese investment on host countries that are a part of the Belt & Road Initiative (BRI), focusing particularly on the China Pakistan Economic Corridor (CPEC). Dr. Safdar’s research has been published in the Journal of Development Studies and Energy for Sustainable Development. Prior to joining the University of Virginia, Tayyab was a Newton Trust Post-Doctoral researcher at the Centre of Development Studies, University of Cambridge. Dr. Safdar has not previously testified before the Commission."
https://www.uscc.gov/hearings/chinas-activities-and-influence-south-and-central-asia,Raffaello Pantucci,https://www.uscc.gov/sites/default/files/2022-05/Raffaello_Pantucci_Bio.pdf,"Senior Fellow, S","Senior Fellow, S. Rajaratnam School of International Studies, Singapore Raffaello Pantucci is a Senior Associate Fellow of RUSI and was formerly Director of International Security Studies. He is a Senior Fellow at the S. Rajaratnam School of International Studies at Nanyang Technological University, Singapore. His research focuses on terrorism and counter-terrorism as well as China's relations with its Western neighbors. He currently spends his time between London and Singapore. Prior to joining RUSI in London in 2013, Raffaello lived for over three years in Shanghai, where he was a visiting scholar at the Shanghai Academy of Social Sciences (SASS). Before that he worked in London at the International Institute for Strategic Studies (IISS), and earlier than that at the Center for Strategic and International Studies (CSIS) in Washington. He has also held positions at the European Council of Foreign Relations (ECFR) and at the International Center for the Study of Radicalisation (ICSR) at King's College, London. His next book, Sinostan: China's Inadvertent Empire is to be published in April by Oxford University Press. Mr. Pantucci last testified at the Commission’s 2015 Hearing on Looking West: China and Central Asia."
https://www.uscc.gov/hearings/chinas-activities-and-influence-south-and-central-asia,Nargis Kassenova,https://www.uscc.gov/sites/default/files/2022-05/Nargis_Kassenova_Bio.pdf,"Senior Fellow and director of the Program on Central Asia at the Davis Center for Russian and Eurasian Studies, Harvard University Nargis Kassenova is Senior Fellow and director of the Program on Central Asia at the Davis Center for Russian and Eurasian Studies (Harvard University) and Associate Professor at the Department of International Relations and Regional Studies of KIMEP University (Almaty, Kazakhstan)","Senior Fellow and director of the Program on Central Asia at the Davis Center for Russian and Eurasian Studies, Harvard University Nargis Kassenova is Senior Fellow and director of the Program on Central Asia at the Davis Center for Russian and Eurasian Studies (Harvard University) and Associate Professor at the Department of International Relations and Regional Studies of KIMEP University (Almaty, Kazakhstan). She is the former founder and director of the KIMEP Central Asian Studies Center (CASC) and the China and Central Asia Studies Center (CCASC). Dr. Kassenova holds a PhD in International Cooperation Studies from the Graduate School of International Development, Nagoya University (Japan). Her research focuses on Central Asian politics and security, Eurasian geopolitics, China’s Belt and Road Initiative and governance in Central Asia, and history of state-making in Central Asia. Dr. Kassenova is a member of the Advisory Committee of the Human Rights Watch (HRW) Europe and Central Asia Division, the UN High-level Advisory Board on Economic and Social Affairs, the Advisory Group of the EU Central Asia Monitoring (EUCAM) program, and the Academic Council of the European Neighbourhood Council (ENC). She is on the editorial boards of Central Asian Survey, Central Asian Affairs, REGION: Regional Studies of Russia, Eastern Europe, and Central Asia journal and Asia Policy Journal. Dr. Kassenova has not previously testified before the Commission."
https://www.uscc.gov/hearings/chinas-activities-and-influence-south-and-central-asia,Niva Yau,https://www.uscc.gov/sites/default/files/2022-05/Niva_Yau_Bio.pdf,Senior Researcher at the OSCE Academy in Bishkek Niva Yau is Senior Researcher at the OSCE Academy in Bishkek and Central Asia Fellow at the Foreign Policy Research Institute in Philadelphia,"Senior Researcher at the OSCE Academy in Bishkek Niva Yau is Senior Researcher at the OSCE Academy in Bishkek and Central Asia Fellow at the Foreign Policy Research Institute in Philadelphia. Her work follows Global China affairs with a particular focus on China’s foreign policy, trade and security in its western neighbourhood, including Central Asia and Afghanistan. Ms. Yau is quoted by news agencies globally, such as BBC, The Independent, Nikkei Asia, The Economist, VICE, Le Monde, Deutsche Welle, Al Jazeera and others. Ms Yau was awarded the Albert Otto Hirschman prize for best political economy writing in 2020 by The Washington Post for her work on the latest development of Chinese policy banks in Central Asia. Originally from Hong Kong, Ms. Yau has been based in Bishkek, Kyrgyzstan since 2018, she is a native speaker of Cantonese, Mandarin, English and learner of Russian. Ms. Yau has not previously testified before the Commission."
https://www.uscc.gov/hearings/chinas-activities-and-influence-south-and-central-asia,Tanvi Madan,https://www.uscc.gov/sites/default/files/2022-05/Tanvi_Madan_Bio.pdf,"Director of The India Project and Senior Fellow, Brookings Institution Tanvi Madan is a senior fellow in the Project on International Order and Strategy in the Foreign Policy program, and director of The India Project at the Brookings Institution in Washington, DC","Director of The India Project and Senior Fellow, Brookings Institution Tanvi Madan is a senior fellow in the Project on International Order and Strategy in the Foreign Policy program, and director of The India Project at the Brookings Institution in Washington, DC. Madan’s work explores India’s role in the world and its foreign policy, focusing in particular on India's relations with China and the United States. She also researches the U.S. and India’s approaches in the Indo-Pacific, as well as the development of interest-based coalitions, especially the Australia-India-Japan-U.S. Quad. Dr. Madan is the author of the book “Fateful Triangle: How China Shaped US-India Relations during the Cold War” (Brookings Institution Press, 2020). Her ongoing work includes a book project on the recent past, present, and future of the China-India-US triangle, and a monograph on India’s foreign policy diversification strategy. Dr. Madan is a member of the editorial board of Asia Policy, a contributing editor at War on the Rocks, and a member of the Australian National University’s National Security College’s Futures Council. Previously, she was a Harrington doctoral fellow and teaching assistant at the Lyndon B. Johnson School of Public Affairs at the University of Texas at Austin. In the past, Madan has also been a research analyst at Brookings, and worked in the information technology industry in India. In addition to a doctorate in public policy from the University of Texas at Austin, she has a master's degree in international relations from Yale University and a bachelor's degree with honors in history from Lady Shri Ram College, New Delhi, India. Dr. Madan last testified at the Commission’s 2020 Hearing on U.S.-China Relations in 2020: Enduring Problems and Emerging Challenges."
